record_type,policy,t95_propagation_s,num_sends,estimated_bandwidth_bps,reachability,network_load_index,send_spacing_s,queueing_load_scale_s,queueing_fanout_exponent
network,adaptive_weighted_k8_guarded,5.25464229033501,1271,1762794.170101431,0.99375,1.9211981566820278,0.017440783410138248,0.0035,1.0
