record_type,policy,t95_propagation_s,num_sends,estimated_bandwidth_bps,reachability,network_load_index,send_spacing_s,queueing_load_scale_s,queueing_fanout_exponent
network,flood,3.3364000743538456,2432,4140184.350233363,1.0,1.9211981566820278,0.017440783410138248,0.0035,1.0
